"13455888"	0.00021857673838262035
"1184351"	0.00015224449700802117
"1384888"	0.00011784691806870893
"6113490"	0.00011390443832555059
"4695850"	0.00010755268078246736
"5051368"	9.6115733126423214e-05
"7576704"	8.1316418630319096e-05
"6076759"	7.9897849054158575e-05
"9276255"	7.430400681568037e-05
"7835160"	7.3307839709086886e-05
"4196067"	7.194521077897544e-05
"2437837"	7.0121369098811548e-05
"15164193"	6.9529373147732336e-05
"14881689"	6.5398546472100603e-05
"6172466"	6.420013698377567e-05
"3191491"	6.3153880806889322e-05
"10527224"	5.9506140758505677e-05
"6416278"	5.3960364392343189e-05
"5490435"	5.3460609501553347e-05
"13425865"	5.1908820680179066e-05
"6237129"	5.1562099926236399e-05
"1516699"	5.1293778464951286e-05
"10390714"	5.0862620760472338e-05
"13725487"	5.0638197376338972e-05
"10469541"	5.0457665134330624e-05
"3603527"	5.0285833199107911e-05
"5154210"	5.0257425154146626e-05
"3069099"	5.0063162213284619e-05
"3191268"	4.8074313765305466e-05
"10566120"	4.8066202414881572e-05
"11245362"	4.7769287702389984e-05
"1637982"	4.7557834226899988e-05
"14112583"	4.6502382968671311e-05
"6172167"	4.4737125357173395e-05
"6171937"	4.4560486145779591e-05
"2155467"	4.2072315291099794e-05
"14503460"	4.1592518263445246e-05
"11253108"	4.1128174344365967e-05
"1441065"	4.0805835318690174e-05
"11148415"	4.0658216862497431e-05
"12074312"	3.9533194489584982e-05
"7990491"	3.7790407855757945e-05
"11147327"	3.5299428006239868e-05
"7902219"	3.5255464834676136e-05
"4198751"	3.5018559330869431e-05
"2396749"	3.434823164128906e-05
"2614581"	3.3435934802259473e-05
"2797855"	3.3388838727191194e-05
"994890"	3.2475950690306138e-05
"12430985"	3.1486145915803701e-05
"14725161"	3.0444529732547346e-05
"9386580"	2.9971079963793038e-05
"8697871"	2.9732011857577348e-05
"2614578"	2.9468883993582917e-05
"1175360"	2.9189398340597816e-05
"9355455"	2.7875530434296519e-05
"9394907"	2.6388243222758146e-05
"11582765"	2.6072985065793354e-05
"9562547"	2.6063583172827548e-05
"4978429"	2.5904385040998225e-05
"9391762"	2.5306378531959481e-05
"14727077"	2.4510368502021866e-05
"13280859"	2.4274260660161612e-05
"10399499"	2.4265676414852565e-05
"15070394"	2.4182857159256384e-05
"1797655"	2.4137100021055958e-05
"14981725"	2.4111987171302744e-05
"12038331"	2.3801153132400414e-05
"14523062"	2.2413840134610918e-05
"1184441"	2.2323320672989278e-05
"14112408"	2.1744991856577075e-05
"4320007"	2.1621327464180038e-05
"12447593"	2.1610169790810418e-05
"3973000"	2.1585904482191425e-05
"12836211"	2.1267668473762236e-05
"1332806"	2.1173805835115367e-05
"3972999"	2.1023764601263778e-05
"9997298"	2.0989523322493062e-05
"9924814"	2.0984269280366767e-05
"2826542"	2.0721894827192596e-05
"1523975"	2.0572884529060425e-05
"10345922"	2.0521626674136546e-05
"14741692"	2.0275928856203868e-05
"14565507"	2.0125622786179477e-05
"14691339"	2.0001930919915973e-05
"14709489"	1.9075923219704051e-05
"8765370"	1.8672719354221393e-05
"1062600"	1.8449776639745003e-05
"1522801"	1.7971038328801095e-05
"13328060"	1.7729911007186205e-05
"10345830"	1.7514191737239071e-05
"12067030"	1.7428237871219009e-05
"15140258"	1.7412658288693147e-05
"9742161"	1.7387858375878617e-05
"1561395"	1.7358359372524651e-05
"4568647"	1.7355123136400059e-05
"1813634"	1.7218333205316146e-05
"8641167"	1.7168495791445691e-05
"10411239"	1.7119509822587884e-05
"12685893"	1.7015433069632515e-05
